NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Pietro Moreira;Pietro.Moreira25@yahoo.com;88867-702;Santos Rodovia;587;Serra;São Paulo;Esportes, Eletrônicos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1004.jpg
Margarida Carvalho;Margarida.Carvalho@live.com;55821-104;Carvalho Rua;111;Aracaju;Ceará;Esportes, Filmes & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/428.jpg
César Macedo;Cesar.Macedo35@hotmail.com;08168-137;Moraes Avenida;199;Camaçari;Tocantins;Música & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/665.jpg
Calebe Pereira;Calebe_Pereira38@yahoo.com;50735-446;Alexandre Marginal;849;Diadema;Pará;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/250.jpg
Meire Oliveira;Meire51@hotmail.com;15876-405;Oliveira Marginal;695;Praia Grande;Mato Grosso;Brinquedos, Crianças & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/951.jpg
Norberto Martins;Norberto68@yahoo.com;77466-730;Noah Alameda;771;Aracaju;Tocantins;Bebê & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/421.jpg
Aline Batista;Aline.Batista@yahoo.com;24573-737;Costa Travessa;860;Pelotas;Espírito Santo;Bebê & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/941.jpg
Yago Carvalho;Yago51@gmail.com;41554-333;Clara Rua;642;Rio Branco;Tocantins;Esportes, Jóias & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/579.jpg
Emanuel Silva;Emanuel.Silva51@gmail.com;07163-820;Souza Marginal;244;Anápolis;Paraná;Roupas & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1094.jpg
Pedro Oliveira;Pedro8@gmail.com;94560-603;Larissa Rodovia;830;Nova Iguaçu;Tocantins;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/749.jpg
Esther Carvalho;Esther.Carvalho21@bol.com.br;82670-086;Tertuliano Avenida;78;Duque de Caxias;Acre;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/685.jpg
Valentina Oliveira;Valentina32@yahoo.com;34585-217;Franco Avenida;398;Canoas;Tocantins;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1214.jpg
Esther Santos;Esther.Santos86@live.com;05879-684;Macedo Rodovia;635;Goiânia;Maranhão;Esportes & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/195.jpg
Maitê Carvalho;Maite.Carvalho@hotmail.com;38832-903;Franco Avenida;164;Vitória da Conquista;Mato Grosso do Sul;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/340.jpg
Paula Costa;Paula_Costa26@gmail.com;36350-805;Reis Rodovia;194;Rio Branco;Pernambuco;Crianças, Ferramentas & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/835.jpg
Meire Carvalho;Meire.Carvalho@gmail.com;85426-891;Franco Avenida;936;Santos;Santa Catarina;Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/140.jpg
Silas Saraiva;Silas45@hotmail.com;50726-207;Barros Avenida;60;Mossoró;Piauí;Mercearia & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/309.jpg
Enzo Nogueira;Enzo_Nogueira@yahoo.com;51716-089;César Marginal;298;Guarulhos;Mato Grosso;Computadores & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/104.jpg
Aline Martins;Aline_Martins@bol.com.br;50831-427;Alícia Travessa;86;Blumenau;Rio Grande do Sul;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1190.jpg
Nicolas Pereira;Nicolas43@hotmail.com;49033-387;Pedro Avenida;185;Belém;Roraima;Saúde & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/653.jpg
Maria Helena Moreira;MariaHelena61@live.com;80731-456;Célia Avenida;727;Piracicaba;Mato Grosso;Automotivo & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/768.jpg
Natália Melo;Natalia_Melo91@gmail.com;12331-951;Macedo Rua;488;Niterói;Minas Gerais;Música, Jardim & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1200.jpg
Maria Cecília Souza;MariaCecilia47@hotmail.com;59190-654;Benício Avenida;289;Joinville;Goiás;Filmes, Bebê & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/594.jpg
Sarah Moreira;Sarah.Moreira4@bol.com.br;22231-505;Costa Avenida;580;Blumenau;Amapá;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/723.jpg
Maria Martins;Maria77@live.com;02301-956;Félix Travessa;323;Caucaia;Piauí;Livros, Casa & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/788.jpg
Gael Braga;Gael_Braga18@live.com;96913-047;Ofélia Marginal;770;Franca;Ceará;Roupas & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/97.jpg
Warley Reis;Warley.Reis@bol.com.br;97800-519;Pedro Henrique Avenida;474;Nova Iguaçu;Espírito Santo;Turismo & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/365.jpg
Felipe Oliveira;Felipe55@hotmail.com;44137-061;Martins Rodovia;883;Santo André;Distrito Federal;Música & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/421.jpg
Manuela Carvalho;Manuela.Carvalho4@live.com;24979-460;Carla Travessa;597;Montes Claros;Ceará;Turismo & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/712.jpg
Alice Moreira;Alice54@yahoo.com;97734-118;Martins Marginal;948;Ribeirão Preto;Tocantins;Eletrônicos & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/833.jpg
Roberto Macedo;Roberto.Macedo53@bol.com.br;75083-014;Braga Marginal;181;Bauru;Distrito Federal;Esportes, Bebê & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/491.jpg
Sílvia Martins;Silvia.Martins67@bol.com.br;12486-003;Larissa Marginal;463;São João de Meriti;Distrito Federal;Jogos, Saúde & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1186.jpg
Luiza Santos;Luiza.Santos@gmail.com;95281-675;Maria Júlia Avenida;15;Porto Alegre;Paraná;Saúde, Ferramentas & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/618.jpg
Murilo Santos;Murilo36@yahoo.com;53986-412;Franco Alameda;242;Mogi das Cruzes;Tocantins;Industrial & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/797.jpg
Morgana Braga;Morgana23@gmail.com;34076-735;Melo Alameda;946;Uberaba;Acre;Roupas & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/733.jpg
Gúbio Melo;Gubio62@yahoo.com;25577-492;Morgana Marginal;351;Montes Claros;Piauí;Industrial, Crianças & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/143.jpg
Lorenzo Souza;Lorenzo_Souza@hotmail.com;27917-571;Sarah Rodovia;621;Cariacica;Paraná;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1218.jpg
Maria Cecília Xavier;MariaCecilia44@bol.com.br;98110-455;Marina Rodovia;966;Vila Velha;Espírito Santo;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/349.jpg
Carla Franco;Carla.Franco44@hotmail.com;68111-913;Ladislau Alameda;224;São José dos Campos;Mato Grosso do Sul;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/885.jpg
Roberta Reis;Roberta.Reis@live.com;07397-650;Souza Marginal;42;Manaus;Mato Grosso do Sul;Jóias, Automotivo & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1029.jpg
Aline Macedo;Aline37@gmail.com;59582-753;Carvalho Avenida;816;Petrolina;Bahia;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/38.jpg
Víctor Carvalho;Victor75@yahoo.com;66066-870;Márcia Travessa;398;Limeira;Sergipe;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/459.jpg
Maitê Saraiva;Maite19@yahoo.com;22654-105;Alessandro Marginal;696;Mossoró;Santa Catarina;Casa, Bebê & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/442.jpg
Lucca Saraiva;Lucca_Saraiva@live.com;98167-484;Macedo Rua;84;Caxias do Sul;Santa Catarina;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/375.jpg
Morgana Nogueira;Morgana_Nogueira@gmail.com;43823-549;Macedo Travessa;267;Sorocaba;Santa Catarina;Brinquedos & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/295.jpg
Núbia Barros;Nubia.Barros@gmail.com;98773-169;Talita Rua;137;Mauá;Alagoas;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/97.jpg
Mariana Santos;Mariana.Santos35@live.com;00690-102;Théo Marginal;694;Nova Iguaçu;Alagoas;Casa, Jardim & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/481.jpg
Feliciano Xavier;Feliciano19@gmail.com;54828-345;Nogueira Marginal;582;Uberaba;Piauí;Filmes, Casa & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/376.jpg
Davi Santos;Davi.Santos@yahoo.com;93938-765;Barros Alameda;228;Cascavel;Maranhão;Jóias & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1039.jpg
Vitor Melo;Vitor77@live.com;16980-013;Vicente Marginal;537;São Vicente;Alagoas;Música, Eletrônicos & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1186.jpg
João Miguel Carvalho;JoaoMiguel.Carvalho8@yahoo.com;71525-626;Yuri Marginal;943;Sorocaba;Rio Grande do Norte;Eletrônicos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/6.jpg
Paulo Oliveira;Paulo_Oliveira89@bol.com.br;07629-191;Maria Rodovia;670;Taubaté;Rio de Janeiro;Livros, Brinquedos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1130.jpg
Carla Carvalho;Carla58@bol.com.br;68269-928;Vitória Travessa;437;Mossoró;Rio Grande do Sul;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1051.jpg
Warley Martins;Warley15@bol.com.br;78378-518;Macedo Rua;682;São João de Meriti;Espírito Santo;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/201.jpg
Anthony Xavier;Anthony.Xavier40@gmail.com;04362-357;Esther Travessa;263;Ananindeua;Rio Grande do Sul;Sapatos & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/983.jpg
Márcia Macedo;Marcia50@gmail.com;66739-354;Pereira Travessa;108;Santos;Bahia;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/823.jpg
Alessandro Franco;Alessandro_Franco71@yahoo.com;50311-988;Xavier Alameda;821;Sumaré;Ceará;Sapatos, Filmes & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/999.jpg
Cecília Moreira;Cecilia_Moreira@gmail.com;83529-708;Nataniel Rua;619;Teresina;Goiás;Turismo, Turismo & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/50.jpg
Manuela Xavier;Manuela_Xavier@live.com;37339-573;Hugo Avenida;535;Caruaru;Santa Catarina;Bebê & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1237.jpg
Hélio Martins;Helio.Martins@yahoo.com;95145-323;Xavier Rua;924;Taboão da Serra;Mato Grosso;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/835.jpg
Hélio Oliveira;Helio_Oliveira43@hotmail.com;65144-581;Lívia Avenida;306;Piracicaba;Distrito Federal;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/725.jpg
Eduardo Martins;Eduardo_Martins@hotmail.com;75273-109;Reis Marginal;977;Cariacica;Pernambuco;Beleza, Ferramentas & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/704.jpg
Feliciano Oliveira;Feliciano.Oliveira63@live.com;56995-712;Alessandra Marginal;54;Brasília;São Paulo;Casa & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/482.jpg
Deneval Moraes;Deneval.Moraes@bol.com.br;86693-985;Paula Alameda;296;Rio de Janeiro;Alagoas;Saúde, Beleza & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/104.jpg
Ana Clara Franco;AnaClara66@yahoo.com;29471-152;Alice Rodovia;658;Praia Grande;Pernambuco;Crianças & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/71.jpg
Maria Reis;Maria78@hotmail.com;18775-902;Isis Travessa;615;Carapicuíba;Sergipe;Automotivo & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/321.jpg
Paulo Macedo;Paulo56@live.com;81515-446;Marina Rodovia;392;Porto Velho;Alagoas;Jardim, Brinquedos & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1189.jpg
Yango Batista;Yango.Batista92@bol.com.br;63702-280;Lucca Rua;402;Salvador;Espírito Santo;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/722.jpg
Yango Souza;Yango_Souza66@hotmail.com;99881-231;Davi Lucca Marginal;217;Gravataí;Goiás;Livros & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1069.jpg
Yasmin Oliveira;Yasmin.Oliveira@hotmail.com;30596-314;Barros Marginal;843;Blumenau;Mato Grosso do Sul;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/879.jpg
Júlio Carvalho;Julio40@bol.com.br;92418-322;Martins Rua;325;Aparecida de Goiânia;Rondônia;Jogos, Beleza & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/155.jpg
