NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Júlio Braga;Julio_Braga@gmail.com;82840-780;Raul Marginal;229;Campos dos Goytacazes;Rio de Janeiro;Jardim, Industrial & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/908.jpg
Enzo Reis;Enzo.Reis65@bol.com.br;18071-868;Nogueira Avenida;416;Contagem;Espírito Santo;Sapatos & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/336.jpg
Joaquim Melo;Joaquim_Melo@gmail.com;28093-032;Pietro Alameda;881;Florianópolis;Pará;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1007.jpg
Eduarda Barros;Eduarda4@bol.com.br;38402-204;Macedo Avenida;132;Teresina;Tocantins;Industrial & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/871.jpg
Isaac Moraes;Isaac_Moraes93@gmail.com;19859-884;Martins Rua;218;Santarém;Piauí;Saúde, Industrial & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/975.jpg
Isis Carvalho;Isis83@hotmail.com;14463-345;Albuquerque Avenida;570;Contagem;Santa Catarina;Beleza & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/72.jpg
Yuri Souza;Yuri73@hotmail.com;21866-636;Carvalho Travessa;807;Praia Grande;Espírito Santo;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/771.jpg
Gabriel Pereira;Gabriel_Pereira66@hotmail.com;81187-494;Davi Marginal;599;Contagem;Alagoas;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/798.jpg
Marcelo Reis;Marcelo.Reis4@live.com;82060-911;Víctor Rua;301;São Bernardo do Campo;Alagoas;Computadores, Automotivo & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1128.jpg
Vicente Melo;Vicente35@live.com;95176-920;Braga Avenida;371;Campo Grande;Ceará;Roupas & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/556.jpg
Eloá Costa;Eloa92@live.com;75386-168;Silva Marginal;316;Fortaleza;Pará;Industrial, Ferramentas & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/817.jpg
Leonardo Santos;Leonardo0@hotmail.com;50085-297;João Rua;115;Petrolina;Alagoas;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1027.jpg
Yasmin Pereira;Yasmin.Pereira17@bol.com.br;28819-314;Fábio Alameda;906;Diadema;Rio Grande do Norte;Beleza & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/789.jpg
Mariana Pereira;Mariana.Pereira@live.com;78168-293;Ana Laura Travessa;714;Juiz de Fora;Maranhão;Bebê, Casa & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/921.jpg
Meire Moreira;Meire33@gmail.com;04727-533;Sarah Avenida;463;Mogi das Cruzes;Sergipe;Eletrônicos, Brinquedos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/194.jpg
Yasmin Macedo;Yasmin42@bol.com.br;13854-194;Franco Travessa;885;Pelotas;Pará;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/957.jpg
Pedro Costa;Pedro.Costa@yahoo.com;86003-748;Isabel Alameda;921;Camaçari;Tocantins;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1157.jpg
Sílvia Martins;Silvia45@live.com;65418-788;Costa Marginal;407;Santa Maria;Amazonas;Jogos, Roupas & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/161.jpg
Isaac Batista;Isaac78@yahoo.com;19814-390;Braga Rua;701;Santarém;Minas Gerais;Livros & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/535.jpg
Clara Moraes;Clara50@gmail.com;49091-744;Carvalho Rua;857;Aracaju;Santa Catarina;Crianças, Crianças & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/600.jpg
Henrique Melo;Henrique48@hotmail.com;28860-084;Salvador Avenida;157;Santarém;Alagoas;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/703.jpg
Gustavo Santos;Gustavo.Santos@live.com;99983-853;Moraes Alameda;360;Belford Roxo;Bahia;Turismo, Industrial & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/458.jpg
Miguel Saraiva;Miguel93@hotmail.com;89408-083;Gabriel Marginal;997;Campinas;Ceará;Música, Beleza & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/749.jpg
Benjamin Reis;Benjamin38@yahoo.com;94878-411;Carvalho Alameda;784;Várzea Grande;Piauí;Livros & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/906.jpg
Alexandre Costa;Alexandre.Costa22@bol.com.br;22511-299;Carvalho Alameda;618;Santo André;Espírito Santo;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1122.jpg
Lorraine Santos;Lorraine71@bol.com.br;21125-647;Félix Rodovia;446;Juiz de Fora;Mato Grosso do Sul;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/854.jpg
Valentina Silva;Valentina.Silva@gmail.com;16475-517;Célia Alameda;806;Curitiba;Paraíba;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1210.jpg
Marcela Carvalho;Marcela.Carvalho75@gmail.com;02773-126;Isaac Rodovia;323;São José dos Pinhais;Roraima;Saúde & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/23.jpg
Cauã Carvalho;Caua.Carvalho@yahoo.com;88382-926;Macedo Travessa;34;Guarujá;Pernambuco;Saúde, Ferramentas & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1181.jpg
Felipe Carvalho;Felipe_Carvalho@yahoo.com;36414-249;Melo Rodovia;505;Joinville;Distrito Federal;Bebê & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/943.jpg
Karla Macedo;Karla_Macedo@yahoo.com;96772-387;Braga Travessa;916;Manaus;Espírito Santo;Computadores & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/497.jpg
Emanuelly Costa;Emanuelly30@yahoo.com;77704-806;Carvalho Marginal;332;Curitiba;Pará;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/22.jpg
Rafaela Carvalho;Rafaela41@live.com;46752-481;Carvalho Avenida;501;João Pessoa;Amazonas;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1037.jpg
Alessandra Melo;Alessandra_Melo4@hotmail.com;62705-348;Júlio Marginal;103;Ribeirão Preto;Rio Grande do Sul;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/338.jpg
Alessandro Souza;Alessandro_Souza@hotmail.com;61600-738;Yasmin Marginal;88;Maceió;Piauí;Jardim & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/731.jpg
Luiza Barros;Luiza90@hotmail.com;19582-174;Xavier Travessa;468;Suzano;Rio Grande do Norte;Casa, Turismo & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/207.jpg
Karla Souza;Karla33@bol.com.br;82619-712;Reis Avenida;664;Maringá;Distrito Federal;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/805.jpg
Eduarda Pereira;Eduarda74@live.com;05453-220;Noah Travessa;783;Franca;Minas Gerais;Brinquedos & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/404.jpg
Ofélia Batista;Ofelia19@gmail.com;06607-864;Carvalho Rua;350;São José dos Campos;Piauí;Filmes, Brinquedos & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/238.jpg
Heitor Braga;Heitor.Braga16@gmail.com;27082-101;João Miguel Rua;177;Jundiaí;Goiás;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1102.jpg
Giovanna Braga;Giovanna.Braga48@live.com;38134-686;Danilo Alameda;644;Boa Vista;Pernambuco;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/823.jpg
Carlos Reis;Carlos52@hotmail.com;35285-508;Rafaela Marginal;24;Canoas;Roraima;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/268.jpg
Pedro Barros;Pedro_Barros@yahoo.com;67027-097;Henrique Avenida;662;Palmas;Alagoas;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1096.jpg
Noah Costa;Noah_Costa@live.com;00598-672;Eduarda Alameda;59;Porto Alegre;Rondônia;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1062.jpg
Ana Laura Xavier;AnaLaura95@bol.com.br;12685-473;Bruna Travessa;994;Salvador;Amapá;Saúde & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/811.jpg
Théo Melo;Theo54@bol.com.br;11628-164;Joaquim Alameda;517;Recife;Rio Grande do Norte;Brinquedos & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/675.jpg
Alice Costa;Alice_Costa92@live.com;69666-664;Santos Travessa;911;Cuiabá;Paraíba;Filmes & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/936.jpg
Noah Carvalho;Noah57@live.com;44110-137;Silva Rua;533;Uberaba;Paraíba;Mercearia, Bebê & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/143.jpg
Morgana Xavier;Morgana87@yahoo.com;33394-698;Júlio Rodovia;806;Nova Iguaçu;Paraná;Turismo, Jardim & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1239.jpg
Hélio Braga;Helio_Braga@yahoo.com;06745-770;Batista Rua;279;Paulista;Santa Catarina;Esportes, Automotivo & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/160.jpg
Lavínia Franco;Lavinia37@bol.com.br;01729-828;João Miguel Rodovia;379;Feira de Santana;Mato Grosso do Sul;Industrial & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/543.jpg
Gustavo Xavier;Gustavo.Xavier67@hotmail.com;30096-753;Xavier Rodovia;802;Porto Velho;Roraima;Casa & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/557.jpg
Washington Souza;Washington_Souza15@hotmail.com;93516-543;Oliveira Rodovia;789;Taubaté;Santa Catarina;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/336.jpg
Vitória Barros;Vitoria59@yahoo.com;01486-277;Danilo Marginal;728;Praia Grande;Minas Gerais;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/82.jpg
Natália Braga;Natalia40@hotmail.com;16487-493;Larissa Avenida;642;Mossoró;Pernambuco;Jardim, Livros & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/897.jpg
Vitória Reis;Vitoria_Reis76@gmail.com;23079-315;Isadora Avenida;869;Contagem;Paraíba;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1015.jpg
Fábio Oliveira;Fabio.Oliveira35@yahoo.com;22268-761;Souza Rodovia;418;Caxias do Sul;Espírito Santo;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/7.jpg
Lorraine Moreira;Lorraine.Moreira@yahoo.com;83605-275;Oliveira Avenida;106;Rio de Janeiro;Rio Grande do Sul;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/233.jpg
Marcelo Albuquerque;Marcelo50@hotmail.com;05722-987;Silva Marginal;514;Porto Alegre;Alagoas;Jardim, Casa & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/942.jpg
Luiza Batista;Luiza80@bol.com.br;33167-283;Isaac Travessa;772;Petrolina;Paraná;Beleza, Sapatos & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/765.jpg
Sílvia Pereira;Silvia.Pereira93@gmail.com;22909-319;Batista Marginal;764;São Bernardo do Campo;Pernambuco;Automotivo & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/17.jpg
Clara Carvalho;Clara10@yahoo.com;90428-027;Anthony Alameda;493;Mogi das Cruzes;Rio Grande do Norte;Mercearia & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/826.jpg
Hélio Xavier;Helio25@hotmail.com;05295-994;Costa Marginal;575;Cuiabá;Rondônia;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/152.jpg
Margarida Barros;Margarida_Barros@gmail.com;48952-768;Oliveira Travessa;796;Ribeirão Preto;Pará;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/275.jpg
Pablo Franco;Pablo31@hotmail.com;71321-136;Emanuel Alameda;455;Sorocaba;Roraima;Brinquedos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/364.jpg
Kléber Melo;Kleber_Melo@bol.com.br;15709-202;Fabiano Rodovia;984;Bauru;Rio Grande do Norte;Jogos & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/59.jpg
Heloísa Souza;Heloisa22@hotmail.com;07300-963;Macedo Rodovia;613;Ribeirão Preto;Santa Catarina;Computadores, Beleza & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/176.jpg
Ana Clara Costa;AnaClara_Costa@yahoo.com;48401-137;Melissa Travessa;812;Serra;Amapá;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/915.jpg
Breno Macedo;Breno53@yahoo.com;70546-157;Melo Rua;635;Guarulhos;Piauí;Esportes & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/898.jpg
Gael Costa;Gael54@bol.com.br;87629-847;Macedo Rua;995;Belford Roxo;Amazonas;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/975.jpg
Ana Laura Braga;AnaLaura_Braga10@yahoo.com;93040-014;Isabella Marginal;230;Ribeirão Preto;Minas Gerais;Saúde, Roupas & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/537.jpg
Lucas Batista;Lucas.Batista37@live.com;85484-131;Marcelo Alameda;147;São João de Meriti;Ceará;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/989.jpg
Elisa Albuquerque;Elisa42@hotmail.com;58156-376;Batista Travessa;66;Diadema;São Paulo;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/7.jpg
Lucca Carvalho;Lucca.Carvalho@bol.com.br;89062-575;Esther Avenida;533;Sumaré;Acre;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/676.jpg
João Miguel Carvalho;JoaoMiguel_Carvalho23@live.com;76697-033;Costa Avenida;223;Camaçari;Mato Grosso do Sul;Música, Computadores & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1134.jpg
Marcelo Nogueira;Marcelo49@hotmail.com;51079-730;Elísio Alameda;143;Caxias do Sul;Pernambuco;Beleza, Livros & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1229.jpg
Isabella Souza;Isabella.Souza56@gmail.com;77625-043;Macedo Alameda;697;Curitiba;Acre;Livros, Mercearia & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/853.jpg
Ana Clara Barros;AnaClara63@bol.com.br;84477-466;Melo Rua;948;Macapá;Pará;Saúde & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/532.jpg
Júlia Barros;Julia.Barros56@bol.com.br;23145-004;Barros Rodovia;790;Santa Maria;Roraima;Ferramentas & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/116.jpg
Maria Eduarda Nogueira;MariaEduarda_Nogueira@hotmail.com;91450-936;Reis Travessa;110;São Gonçalo;Bahia;Beleza & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/159.jpg
Lara Moraes;Lara31@gmail.com;30639-321;Martins Rua;534;Franca;Tocantins;Música & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/739.jpg
Davi Souza;Davi.Souza88@bol.com.br;33357-971;Lorenzo Rodovia;282;Caruaru;Paraíba;Automotivo, Filmes & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/699.jpg
Joaquim Souza;Joaquim_Souza39@yahoo.com;09827-668;Braga Rua;517;Várzea Grande;Mato Grosso;Sapatos & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1203.jpg
Sirineu Xavier;Sirineu_Xavier@hotmail.com;31992-873;Melo Rodovia;755;Natal;Bahia;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/901.jpg
Liz Macedo;Liz.Macedo51@gmail.com;26967-265;Ana Luiza Rua;135;Montes Claros;Acre;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/35.jpg
Aline Reis;Aline86@live.com;46528-850;Isaac Rua;123;Caxias do Sul;Paraíba;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/898.jpg
Carla Santos;Carla_Santos@live.com;17416-630;Pablo Travessa;543;Macapá;Amazonas;Saúde, Automotivo & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/2.jpg
Pietro Pereira;Pietro.Pereira27@yahoo.com;44479-347;Matheus Marginal;772;Montes Claros;Mato Grosso do Sul;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/528.jpg
Leonardo Barros;Leonardo.Barros37@live.com;86806-295;Isadora Rua;461;Praia Grande;Maranhão;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/656.jpg
Esther Barros;Esther.Barros17@live.com;62094-020;Silva Travessa;219;Diadema;Rio de Janeiro;Mercearia & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1035.jpg
João Albuquerque;Joao.Albuquerque@live.com;93775-555;Santos Rua;60;Feira de Santana;Sergipe;Filmes, Beleza & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1027.jpg
