NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Antônio Moraes;Antonio20@yahoo.com;91976-944;Murilo Rodovia;799;Fortaleza;Acre;Turismo & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/797.jpg
Marcos Oliveira;Marcos.Oliveira@gmail.com;98429-197;Santos Rua;736;Campos dos Goytacazes;Paraíba;Industrial & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/853.jpg
Ígor Macedo;Igor_Macedo93@bol.com.br;08279-787;Martins Avenida;647;Feira de Santana;Paraíba;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/140.jpg
Alessandra Barros;Alessandra.Barros@gmail.com;57381-101;Saraiva Rodovia;240;Contagem;Espírito Santo;Automotivo & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/487.jpg
Carla Nogueira;Carla41@hotmail.com;64059-993;Esther Marginal;334;Fortaleza;Sergipe;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/300.jpg
Lucas Saraiva;Lucas8@live.com;22775-072;Lorena Avenida;623;Santo André;Roraima;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/112.jpg
Liz Melo;Liz_Melo24@gmail.com;17487-516;Carvalho Avenida;926;Niterói;Amazonas;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/718.jpg
Frederico Albuquerque;Frederico.Albuquerque@live.com;94195-716;Barros Avenida;694;Belo Horizonte;São Paulo;Mercearia, Automotivo & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/44.jpg
Caio Santos;Caio_Santos67@gmail.com;25789-129;Emanuel Rodovia;471;Belo Horizonte;Espírito Santo;Beleza, Roupas & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/727.jpg
Gúbio Silva;Gubio.Silva7@bol.com.br;81059-808;Melo Rua;830;Cuiabá;Paraná;Casa & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/170.jpg
Maria Júlia Albuquerque;MariaJulia_Albuquerque@hotmail.com;33047-708;Sirineu Travessa;708;Uberlândia;Rondônia;Bebê, Industrial & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/390.jpg
Paulo Albuquerque;Paulo75@gmail.com;91993-954;Alexandre Rodovia;548;Bauru;Rio Grande do Norte;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/785.jpg
Gabriel Carvalho;Gabriel8@hotmail.com;19347-524;Santos Marginal;907;Olinda;Piauí;Casa, Saúde & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/378.jpg
Hélio Saraiva;Helio78@bol.com.br;51686-244;Reis Rua;805;Diadema;Rondônia;Ferramentas, Automotivo & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1023.jpg
Sarah Nogueira;Sarah.Nogueira50@bol.com.br;70797-828;Melo Avenida;441;Ribeirão das Neves;Mato Grosso do Sul;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1120.jpg
Felícia Silva;Felicia_Silva5@live.com;58990-271;Ígor Avenida;755;Teresina;Distrito Federal;Industrial & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1245.jpg
Isabela Barros;Isabela.Barros@bol.com.br;90774-170;Barros Avenida;834;Rio de Janeiro;Paraná;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/4.jpg
Lara Nogueira;Lara.Nogueira34@bol.com.br;52329-344;Alessandra Rua;69;Belém;Maranhão;Esportes & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/432.jpg
Maria Júlia Franco;MariaJulia.Franco23@hotmail.com;99500-828;Pereira Travessa;275;Palmas;Minas Gerais;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/41.jpg
Ana Luiza Melo;AnaLuiza_Melo@yahoo.com;46180-334;Moraes Rua;522;Santarém;Pará;Automotivo & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/727.jpg
Isaac Xavier;Isaac.Xavier26@bol.com.br;19774-371;Braga Alameda;301;Natal;Amapá;Jogos & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/168.jpg
Maria Alice Albuquerque;MariaAlice71@gmail.com;09006-081;Xavier Avenida;592;São Gonçalo;Amapá;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/786.jpg
Enzo Moreira;Enzo.Moreira@hotmail.com;15472-114;Barros Avenida;941;São João de Meriti;Rio Grande do Sul;Computadores & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1040.jpg
Bruna Souza;Bruna50@gmail.com;71212-917;Braga Rodovia;819;Sumaré;Amazonas;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/716.jpg
Marina Batista;Marina_Batista@hotmail.com;11481-628;Sophia Alameda;235;Bauru;São Paulo;Crianças, Livros & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/124.jpg
Maria Júlia Saraiva;MariaJulia_Saraiva@gmail.com;55987-283;Calebe Travessa;364;Jundiaí;Santa Catarina;Crianças, Automotivo & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/14.jpg
Natália Carvalho;Natalia56@live.com;29788-165;Valentina Travessa;306;Boa Vista;Ceará;Ferramentas, Música & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/580.jpg
Natália Martins;Natalia33@yahoo.com;84385-753;Isabel Alameda;757;São João de Meriti;Piauí;Brinquedos, Música & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/566.jpg
Davi Reis;Davi.Reis@bol.com.br;05578-634;Lorena Alameda;992;Gravataí;Paraíba;Esportes & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/79.jpg
Vicente Batista;Vicente.Batista@hotmail.com;32785-644;Nogueira Rodovia;176;Campos dos Goytacazes;São Paulo;Jóias, Saúde & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/608.jpg
Maitê Barros;Maite.Barros62@bol.com.br;36281-871;Liz Rua;256;Paulista;Paraná;Jardim, Industrial & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1237.jpg
Júlio César Braga;JulioCesar74@gmail.com;51620-702;Moraes Marginal;333;Macapá;Mato Grosso;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/792.jpg
Maria Helena Moreira;MariaHelena.Moreira28@live.com;82562-907;Morgana Alameda;113;Aparecida de Goiânia;Maranhão;Eletrônicos & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/12.jpg
Henrique Pereira;Henrique.Pereira34@bol.com.br;35537-744;Benício Rua;748;Várzea Grande;Mato Grosso do Sul;Casa, Jogos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/154.jpg
Lara Albuquerque;Lara_Albuquerque51@hotmail.com;71250-350;Lara Rua;836;Goiânia;Rio Grande do Sul;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1169.jpg
Enzo Saraiva;Enzo20@gmail.com;99095-971;Benjamin Alameda;90;Santos;Bahia;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/229.jpg
Gabriel Braga;Gabriel76@yahoo.com;88160-136;Carvalho Rua;572;Petrolina;Rio Grande do Sul;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/914.jpg
Calebe Macedo;Calebe4@live.com;50032-495;Pereira Alameda;809;Niterói;Rio de Janeiro;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/70.jpg
Maria Luiza Santos;MariaLuiza_Santos@gmail.com;32939-030;Lorena Rua;241;Brasília;Amapá;Jóias & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/960.jpg
João Pereira;Joao.Pereira@hotmail.com;39113-184;Saraiva Rua;491;Serra;Espírito Santo;Brinquedos, Saúde & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1055.jpg
Lavínia Macedo;Lavinia.Macedo@live.com;66882-732;Pablo Alameda;203;São José do Rio Preto;Ceará;Brinquedos & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1098.jpg
Morgana Carvalho;Morgana.Carvalho@live.com;84113-096;Souza Alameda;396;Belo Horizonte;São Paulo;Saúde & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1055.jpg
Ladislau Souza;Ladislau41@live.com;54958-299;Janaína Alameda;824;Nova Iguaçu;Goiás;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1157.jpg
Elísio Braga;Elisio93@hotmail.com;13810-898;Clara Rua;971;Salvador;Bahia;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/371.jpg
Paula Carvalho;Paula_Carvalho@yahoo.com;52905-015;Silas Alameda;214;Franca;Ceará;Computadores & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/105.jpg
Larissa Carvalho;Larissa.Carvalho86@live.com;19114-659;Batista Rua;467;Piracicaba;Maranhão;Jóias & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1184.jpg
Meire Melo;Meire_Melo@gmail.com;68378-871;Macedo Rua;636;São Bernardo do Campo;São Paulo;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/461.jpg
Marina Melo;Marina92@yahoo.com;69488-630;Júlia Marginal;251;Campo Grande;Acre;Sapatos, Livros & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/281.jpg
Alessandro Pereira;Alessandro80@live.com;33503-248;Meire Travessa;190;Santo André;Tocantins;Beleza & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/564.jpg
Célia Santos;Celia.Santos42@gmail.com;51177-205;Souza Rodovia;241;Itaquaquecetuba;Rondônia;Música, Beleza & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/878.jpg
Gabriel Melo;Gabriel_Melo@yahoo.com;12366-972;João Lucas Rodovia;77;São Paulo;Goiás;Turismo & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1066.jpg
Lara Moraes;Lara74@bol.com.br;56981-765;Carlos Travessa;659;Caucaia;Mato Grosso;Casa & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/870.jpg
Elisa Reis;Elisa_Reis@yahoo.com;15300-169;Pedro Henrique Travessa;991;São João de Meriti;Rio Grande do Sul;Jóias, Eletrônicos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/247.jpg
Isis Barros;Isis.Barros29@live.com;90976-392;Rebeca Travessa;738;Manaus;Minas Gerais;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1184.jpg
Valentina Braga;Valentina.Braga@gmail.com;79394-220;Maria Júlia Avenida;676;Nova Iguaçu;Espírito Santo;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/288.jpg
Luiza Souza;Luiza_Souza45@yahoo.com;57784-994;Reis Marginal;216;São José dos Campos;Rio Grande do Sul;Bebê, Roupas & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1102.jpg
Ricardo Martins;Ricardo.Martins13@yahoo.com;36098-241;Suélen Rodovia;794;Belo Horizonte;Piauí;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1041.jpg
César Franco;Cesar.Franco@bol.com.br;20930-999;Danilo Marginal;828;Uberlândia;Roraima;Mercearia & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/771.jpg
Fábio Franco;Fabio_Franco99@hotmail.com;21659-166;Oliveira Travessa;15;Guarujá;Paraná;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1006.jpg
Isabella Xavier;Isabella.Xavier@live.com;97511-703;Yasmin Alameda;970;Palmas;Rio Grande do Sul;Bebê & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/269.jpg
Núbia Souza;Nubia_Souza49@gmail.com;87267-315;Fabiano Alameda;327;Guarulhos;Amapá;Crianças, Brinquedos & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/3.jpg
Arthur Santos;Arthur.Santos@live.com;61201-406;Talita Rua;179;Carapicuíba;Amapá;Roupas & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/732.jpg
Guilherme Santos;Guilherme.Santos51@bol.com.br;27785-397;Moraes Alameda;701;Ponta Grossa;Tocantins;Computadores & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/335.jpg
Dalila Braga;Dalila86@live.com;98341-694;Oliveira Avenida;304;Uberaba;Acre;Roupas & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1054.jpg
Márcia Santos;Marcia.Santos8@live.com;08133-910;Melo Alameda;584;São Vicente;Pará;Música, Jóias & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/666.jpg
Esther Melo;Esther53@gmail.com;87885-248;Pietro Avenida;385;Ribeirão Preto;Amazonas;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/604.jpg
Isabela Carvalho;Isabela_Carvalho2@yahoo.com;13179-994;Pereira Rodovia;445;Aracaju;Piauí;Jogos, Música & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/918.jpg
Paulo Oliveira;Paulo_Oliveira@yahoo.com;47580-288;Silva Rua;169;Cascavel;Amapá;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/192.jpg
Joaquim Macedo;Joaquim_Macedo8@hotmail.com;17066-997;Carvalho Rua;969;Petrópolis;Rio Grande do Norte;Filmes, Industrial & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1191.jpg
Lucca Albuquerque;Lucca36@bol.com.br;47929-426;Carvalho Avenida;361;Vitória da Conquista;Goiás;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/341.jpg
Bruna Martins;Bruna_Martins27@hotmail.com;82721-148;Moreira Marginal;192;Santarém;Tocantins;Sapatos, Esportes & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/443.jpg
Isaac Batista;Isaac.Batista40@hotmail.com;48956-245;Macedo Avenida;34;Montes Claros;Amazonas;Mercearia & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/439.jpg
Félix Barros;Felix.Barros@bol.com.br;95616-916;Sophia Travessa;828;Teresina;Distrito Federal;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/708.jpg
Alessandra Silva;Alessandra_Silva85@yahoo.com;53897-864;Hélio Rua;784;Uberaba;Pernambuco;Saúde & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/774.jpg
Isabel Braga;Isabel6@yahoo.com;52470-047;Reis Avenida;328;Osasco;Mato Grosso;Ferramentas & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/370.jpg
Pedro Henrique Carvalho;PedroHenrique74@live.com;77202-250;Braga Travessa;905;Guarujá;Tocantins;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/420.jpg
Yasmin Pereira;Yasmin_Pereira31@bol.com.br;96119-208;Xavier Rua;767;Feira de Santana;Mato Grosso;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/447.jpg
Matheus Costa;Matheus0@hotmail.com;45779-562;Xavier Rodovia;970;Maringá;Pernambuco;Jóias & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/327.jpg
Félix Moraes;Felix_Moraes74@live.com;74658-208;Matheus Rodovia;614;Duque de Caxias;Distrito Federal;Jardim, Livros & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/853.jpg
Heitor Barros;Heitor42@bol.com.br;96035-652;Souza Travessa;767;Taboão da Serra;Rio Grande do Sul;Filmes, Filmes & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/492.jpg
Lavínia Barros;Lavinia_Barros@bol.com.br;39240-805;Felipe Avenida;727;Canoas;Acre;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1094.jpg
Joana Santos;Joana.Santos@gmail.com;79562-767;Yango Rodovia;64;São Luís;Distrito Federal;Jóias, Ferramentas & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/130.jpg
Maria Eduarda Barros;MariaEduarda71@yahoo.com;95033-045;Costa Travessa;577;Curitiba;Santa Catarina;Livros & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/845.jpg
Elisa Oliveira;Elisa_Oliveira@bol.com.br;61690-305;Franco Rua;760;Mogi das Cruzes;Roraima;Brinquedos & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/72.jpg
Ana Júlia Costa;AnaJulia36@gmail.com;58281-221;Fabrícia Rua;108;Boa Vista;Santa Catarina;Sapatos, Jogos & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1007.jpg
Alessandro Oliveira;Alessandro_Oliveira@gmail.com;59001-917;Barros Rua;596;Campinas;Mato Grosso;Turismo, Automotivo & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/722.jpg
Ricardo Saraiva;Ricardo29@live.com;54925-002;Nataniel Rodovia;342;Feira de Santana;Distrito Federal;Brinquedos & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1147.jpg
Arthur Albuquerque;Arthur.Albuquerque88@hotmail.com;55789-830;Roberta Avenida;374;Rio de Janeiro;Amazonas;Computadores & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1198.jpg
Deneval Melo;Deneval_Melo@bol.com.br;15412-495;Melo Alameda;81;Duque de Caxias;Roraima;Eletrônicos, Jóias & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/260.jpg
Felícia Souza;Felicia6@yahoo.com;84567-711;Saraiva Rodovia;629;Suzano;Roraima;Jardim, Crianças & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/188.jpg
