NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Guilherme Braga;Guilherme_Braga@yahoo.com;59344-911;Carvalho Travessa;905;Blumenau;Distrito Federal;Ferramentas, Bebê & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/118.jpg
Júlio César Melo;JulioCesar_Melo@hotmail.com;72115-980;Cecília Avenida;234;Fortaleza;São Paulo;Saúde & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/663.jpg
Emanuel Braga;Emanuel_Braga76@bol.com.br;55447-970;Martins Rua;56;Taboão da Serra;Bahia;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/892.jpg
Pedro Melo;Pedro47@bol.com.br;30431-302;Lara Alameda;978;Carapicuíba;Pernambuco;Roupas, Ferramentas & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/812.jpg
Maria Júlia Oliveira;MariaJulia63@hotmail.com;59956-529;Fabiano Travessa;517;Santarém;Minas Gerais;Bebê & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/366.jpg
Roberto Santos;Roberto31@gmail.com;14159-069;Oliveira Marginal;690;Santos;Pará;Jóias & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1204.jpg
Kléber Albuquerque;Kleber.Albuquerque@bol.com.br;10670-865;Costa Avenida;830;Uberaba;Tocantins;Jóias & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/285.jpg
Davi Pereira;Davi71@gmail.com;54843-893;Ígor Marginal;711;Londrina;Goiás;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/604.jpg
Sarah Moraes;Sarah_Moraes@hotmail.com;94399-992;Maria Alice Marginal;346;São João de Meriti;Maranhão;Jardim & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/845.jpg
Isabela Macedo;Isabela83@gmail.com;97777-863;Santos Avenida;571;Natal;Distrito Federal;Casa & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/29.jpg
Lorena Batista;Lorena68@hotmail.com;56150-792;Lorenzo Rua;500;Caruaru;Mato Grosso;Jóias, Turismo & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1235.jpg
Ofélia Braga;Ofelia.Braga81@yahoo.com;38762-467;Barros Alameda;924;Niterói;Rondônia;Eletrônicos, Jóias & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1205.jpg
Gustavo Franco;Gustavo_Franco@live.com;44972-271;Isadora Rodovia;177;Goiânia;Bahia;Roupas, Brinquedos & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/981.jpg
Luiza Macedo;Luiza_Macedo56@live.com;46664-391;Fábio Alameda;601;São Paulo;Pernambuco;Mercearia & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/452.jpg
Cauã Silva;Caua_Silva42@live.com;46803-215;Nogueira Alameda;741;Juiz de Fora;Rio de Janeiro;Beleza & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1094.jpg
Raul Batista;Raul_Batista@gmail.com;96756-992;Oliveira Rodovia;500;São Gonçalo;Rondônia;Beleza, Brinquedos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1023.jpg
João Oliveira;Joao.Oliveira25@gmail.com;16178-373;Moreira Rodovia;397;São Gonçalo;Mato Grosso;Ferramentas, Jóias & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/390.jpg
Alice Reis;Alice45@live.com;66182-154;Carvalho Rua;101;Camaçari;Espírito Santo;Mercearia, Bebê & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1067.jpg
Alexandre Batista;Alexandre46@bol.com.br;99471-384;Souza Rodovia;11;São José do Rio Preto;Ceará;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/929.jpg
Roberta Braga;Roberta_Braga59@bol.com.br;58972-790;Víctor Travessa;426;Londrina;Pernambuco;Jóias & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/535.jpg
Luiza Pereira;Luiza.Pereira@bol.com.br;76545-814;Benjamin Rodovia;907;Campo Grande;Amapá;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/469.jpg
Marcela Reis;Marcela_Reis@yahoo.com;58826-092;Moraes Rodovia;107;Vitória da Conquista;Espírito Santo;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/988.jpg
Ana Luiza Moreira;AnaLuiza.Moreira@yahoo.com;65371-901;Reis Rodovia;224;Goiânia;Amazonas;Música & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1120.jpg
Víctor Costa;Victor_Costa68@hotmail.com;84828-814;Caio Rodovia;985;Caucaia;Mato Grosso do Sul;Roupas, Brinquedos & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/693.jpg
Aline Silva;Aline4@bol.com.br;57529-211;Santos Rodovia;819;São João de Meriti;Rondônia;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/240.jpg
Mariana Reis;Mariana.Reis@hotmail.com;65056-647;Carvalho Alameda;820;Anápolis;Maranhão;Bebê, Crianças & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1126.jpg
João Batista;Joao_Batista@live.com;95507-892;Xavier Rua;856;Paulista;Minas Gerais;Música, Mercearia & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1141.jpg
Sílvia Saraiva;Silvia.Saraiva51@yahoo.com;60342-375;Xavier Alameda;41;Boa Vista;Acre;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1019.jpg
Maria Oliveira;Maria50@live.com;05110-976;Eduarda Rua;694;Porto Alegre;Tocantins;Turismo, Saúde & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/280.jpg
Benício Melo;Benicio1@yahoo.com;08735-007;Moreira Rua;301;Suzano;Sergipe;Esportes, Beleza & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1137.jpg
Enzo Souza;Enzo_Souza21@bol.com.br;84725-730;Cecília Rodovia;930;Belém;Pernambuco;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/391.jpg
Emanuel Souza;Emanuel_Souza@hotmail.com;49078-736;Breno Travessa;565;Ananindeua;Minas Gerais;Crianças & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/950.jpg
Yuri Silva;Yuri81@yahoo.com;15500-502;Cecília Rua;24;Vitória;Amazonas;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/249.jpg
Ana Luiza Melo;AnaLuiza_Melo18@live.com;63094-661;Lorraine Alameda;394;Caucaia;Rondônia;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/746.jpg
Antônio Reis;Antonio_Reis@gmail.com;32577-912;Marcela Avenida;129;Bauru;Tocantins;Computadores, Casa & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/114.jpg
Isis Oliveira;Isis_Oliveira@yahoo.com;54886-811;Moreira Rodovia;614;Guarujá;Alagoas;Beleza & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/104.jpg
Gabriel Franco;Gabriel_Franco@live.com;62260-436;Raul Rua;246;Mossoró;Espírito Santo;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/655.jpg
Núbia Batista;Nubia52@gmail.com;57783-799;Hélio Rodovia;61;Fortaleza;Acre;Bebê & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/157.jpg
Esther Carvalho;Esther78@bol.com.br;08048-940;Braga Travessa;140;Recife;Goiás;Brinquedos, Roupas & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1143.jpg
Lara Braga;Lara42@bol.com.br;81937-995;Martins Rodovia;350;Franca;Piauí;Mercearia & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/198.jpg
Júlio Moraes;Julio.Moraes@hotmail.com;74276-259;Batista Rua;610;Caruaru;São Paulo;Brinquedos, Computadores & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/441.jpg
Kléber Oliveira;Kleber45@bol.com.br;53885-925;Costa Alameda;877;Blumenau;Minas Gerais;Beleza, Automotivo & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1128.jpg
Alícia Xavier;Alicia.Xavier@hotmail.com;03371-947;Gabriel Rodovia;114;Taboão da Serra;Sergipe;Jóias & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/502.jpg
Elísio Costa;Elisio.Costa@hotmail.com;36271-913;Yago Alameda;748;Petrópolis;Sergipe;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/983.jpg
Rebeca Batista;Rebeca11@hotmail.com;28580-205;Joaquim Alameda;53;Sorocaba;Rio de Janeiro;Filmes & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/121.jpg
Natália Pereira;Natalia16@live.com;79147-783;Gúbio Alameda;59;Belém;Mato Grosso;Crianças, Turismo & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/803.jpg
Beatriz Batista;Beatriz_Batista@yahoo.com;08388-388;Margarida Travessa;402;Ponta Grossa;Ceará;Livros, Casa & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/788.jpg
Danilo Xavier;Danilo_Xavier@gmail.com;12680-090;Ana Júlia Alameda;338;Petrolina;Maranhão;Filmes, Esportes & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/812.jpg
Rebeca Nogueira;Rebeca.Nogueira@hotmail.com;70081-939;Souza Travessa;299;Brasília;Rio de Janeiro;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/312.jpg
Antônio Moreira;Antonio_Moreira@bol.com.br;69945-642;Pereira Alameda;766;Sumaré;Roraima;Turismo & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/555.jpg
Benício Silva;Benicio56@hotmail.com;08914-235;Martins Rodovia;769;Jundiaí;Paraná;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/663.jpg
Sirineu Reis;Sirineu.Reis5@yahoo.com;23596-082;Emanuel Marginal;507;Carapicuíba;Rondônia;Mercearia, Mercearia & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1112.jpg
Anthony Pereira;Anthony.Pereira39@gmail.com;65611-272;Ladislau Travessa;779;Pelotas;Mato Grosso do Sul;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/735.jpg
Dalila Souza;Dalila88@bol.com.br;18998-445;Moraes Avenida;728;Juiz de Fora;Amapá;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/233.jpg
Ígor Barros;Igor61@yahoo.com;38024-456;Maria Júlia Alameda;22;Vitória;Pernambuco;Industrial & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/746.jpg
João Miguel Braga;JoaoMiguel_Braga@hotmail.com;14282-885;Souza Travessa;808;Campinas;Bahia;Brinquedos & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/457.jpg
Sara Albuquerque;Sara_Albuquerque95@live.com;92006-714;Heloísa Avenida;20;São José do Rio Preto;Amapá;Crianças & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/7.jpg
Fabrício Pereira;Fabricio_Pereira26@live.com;30690-142;Santos Avenida;71;São José do Rio Preto;São Paulo;Livros & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1197.jpg
Caio Macedo;Caio.Macedo98@yahoo.com;61073-438;Xavier Travessa;168;Caxias do Sul;Rio de Janeiro;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/813.jpg
Sara Moraes;Sara.Moraes@bol.com.br;93607-097;Janaína Alameda;696;Natal;Rio de Janeiro;Beleza & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/851.jpg
Gustavo Santos;Gustavo_Santos3@gmail.com;29155-138;Melissa Avenida;834;Caruaru;Piauí;Turismo & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/767.jpg
Ígor Batista;Igor5@gmail.com;68675-080;Souza Travessa;799;Rio de Janeiro;Paraíba;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/376.jpg
Ofélia Batista;Ofelia31@hotmail.com;17491-901;Rebeca Rua;27;São Luís;Roraima;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1141.jpg
Ana Júlia Nogueira;AnaJulia83@bol.com.br;16904-525;Barros Rua;55;Gravataí;Mato Grosso;Saúde, Livros & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/792.jpg
Cauã Macedo;Caua_Macedo72@bol.com.br;37872-815;Souza Rodovia;640;Limeira;Santa Catarina;Filmes & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/49.jpg
Sophia Moreira;Sophia.Moreira@gmail.com;12878-996;Braga Alameda;934;Maringá;Maranhão;Eletrônicos, Música & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1015.jpg
Clara Reis;Clara47@bol.com.br;97361-155;Félix Avenida;910;Canoas;Piauí;Industrial & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/161.jpg
Maitê Nogueira;Maite.Nogueira47@hotmail.com;29368-455;Melo Travessa;783;Boa Vista;Mato Grosso;Industrial & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/926.jpg
Alessandra Martins;Alessandra.Martins22@yahoo.com;24522-526;Melo Rodovia;482;Vila Velha;Ceará;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/26.jpg
Eduardo Albuquerque;Eduardo14@hotmail.com;51177-284;Rafaela Marginal;137;Bauru;Espírito Santo;Saúde & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/659.jpg
Marcela Saraiva;Marcela_Saraiva@bol.com.br;71791-918;Barros Marginal;264;São José do Rio Preto;Amazonas;Esportes & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/506.jpg
Vicente Souza;Vicente80@yahoo.com;55701-583;Ana Júlia Avenida;346;Bauru;Goiás;Eletrônicos & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1097.jpg
Isis Pereira;Isis.Pereira@yahoo.com;12998-436;Melo Marginal;961;Santo André;Piauí;Livros & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/861.jpg
Maria Luiza Pereira;MariaLuiza48@bol.com.br;23454-358;Rebeca Rodovia;661;São José do Rio Preto;Acre;Computadores, Brinquedos & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/117.jpg
Ricardo Macedo;Ricardo.Macedo@hotmail.com;06466-074;João Lucas Rodovia;816;Nova Iguaçu;Amazonas;Sapatos & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/946.jpg
