NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
João Pedro Melo;JoaoPedro_Melo@hotmail.com;31231-529;Macedo Avenida;760;Jundiaí;Rio Grande do Norte;Mercearia & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/615.jpg
Fabiano Martins;Fabiano_Martins72@hotmail.com;34842-277;Franco Alameda;980;Cuiabá;São Paulo;Roupas, Música & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/390.jpg
Mércia Nogueira;Mercia36@hotmail.com;62823-214;Braga Marginal;477;Teresina;Roraima;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/151.jpg
Maria Eduarda Costa;MariaEduarda_Costa@live.com;18911-574;Silva Alameda;643;Pelotas;Rio Grande do Sul;Computadores & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1242.jpg
Gustavo Reis;Gustavo73@bol.com.br;52778-510;Martins Rodovia;294;São Bernardo do Campo;Goiás;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/277.jpg
Bernardo Xavier;Bernardo39@yahoo.com;37675-901;Sophia Alameda;126;Mogi das Cruzes;Sergipe;Livros, Sapatos & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/707.jpg
Maria Cecília Albuquerque;MariaCecilia.Albuquerque@live.com;05118-760;Martins Rua;753;Sorocaba;Acre;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/193.jpg
Paula Braga;Paula.Braga40@bol.com.br;81196-466;Costa Travessa;897;Caucaia;Rio de Janeiro;Sapatos, Crianças & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1175.jpg
Núbia Oliveira;Nubia_Oliveira55@yahoo.com;35311-223;Yasmin Marginal;741;Ponta Grossa;Santa Catarina;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/482.jpg
Norberto Saraiva;Norberto20@hotmail.com;92239-477;Liz Rua;646;Diadema;Mato Grosso do Sul;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/255.jpg
Eduarda Melo;Eduarda_Melo48@hotmail.com;92486-840;Batista Rua;431;Paulista;Amapá;Filmes, Jóias & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/735.jpg
Maria Clara Saraiva;MariaClara.Saraiva@hotmail.com;73680-615;Melo Travessa;779;Salvador;Rondônia;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/922.jpg
Breno Pereira;Breno_Pereira63@yahoo.com;65659-040;Nogueira Rua;775;São José do Rio Preto;Rio Grande do Sul;Beleza & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/510.jpg
Eduarda Macedo;Eduarda.Macedo37@bol.com.br;62958-067;Fabrício Rua;866;Jaboatão dos Guararapes;Paraíba;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/639.jpg
Elisa Costa;Elisa76@bol.com.br;70603-482;Braga Rodovia;121;Caxias do Sul;Sergipe;Mercearia, Bebê & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/326.jpg
Benjamin Martins;Benjamin_Martins@hotmail.com;39901-942;Vicente Marginal;47;Franca;Pernambuco;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/911.jpg
Maria Eduarda Moreira;MariaEduarda.Moreira61@hotmail.com;31433-917;Ana Clara Avenida;207;São Luís;Rio Grande do Sul;Música, Mercearia & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/414.jpg
Júlio César Moraes;JulioCesar_Moraes96@yahoo.com;56798-920;Lara Rodovia;93;São José do Rio Preto;Bahia;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/86.jpg
Fábio Xavier;Fabio91@bol.com.br;39136-711;Ladislau Travessa;858;Nova Iguaçu;Pernambuco;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/943.jpg
Isabel Oliveira;Isabel.Oliveira98@gmail.com;22262-119;Oliveira Avenida;948;São José dos Campos;Santa Catarina;Eletrônicos, Filmes & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/861.jpg
Gael Martins;Gael.Martins27@gmail.com;85376-664;Carvalho Alameda;376;Sumaré;Distrito Federal;Jardim & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/864.jpg
Antonella Melo;Antonella_Melo31@hotmail.com;46103-723;Emanuel Alameda;175;Natal;Sergipe;Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/369.jpg
Nicolas Macedo;Nicolas80@live.com;86516-586;Oliveira Rodovia;866;Feira de Santana;Mato Grosso do Sul;Automotivo, Filmes & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1001.jpg
Noah Santos;Noah78@gmail.com;57583-875;Arthur Rua;983;Piracicaba;Amazonas;Industrial, Sapatos & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/966.jpg
Heloísa Souza;Heloisa.Souza47@yahoo.com;33400-811;Théo Avenida;165;Piracicaba;Rio Grande do Sul;Sapatos, Industrial & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/66.jpg
Júlia Barros;Julia90@bol.com.br;27947-282;Nogueira Avenida;806;Itaquaquecetuba;Goiás;Industrial, Jogos & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1051.jpg
Aline Carvalho;Aline55@hotmail.com;52629-297;Santos Travessa;907;Contagem;Distrito Federal;Sapatos & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/784.jpg
Benício Nogueira;Benicio71@gmail.com;67958-112;Franco Rua;987;Camaçari;Espírito Santo;Beleza, Ferramentas & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/890.jpg
Carla Reis;Carla40@live.com;49487-098;Silas Alameda;707;Vitória;Rio Grande do Norte;Automotivo, Ferramentas & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1098.jpg
Antonella Moreira;Antonella14@yahoo.com;09062-279;Santos Rua;795;Anápolis;São Paulo;Jóias, Industrial & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/22.jpg
Caio Carvalho;Caio_Carvalho@hotmail.com;95382-418;Batista Rua;55;Taboão da Serra;Ceará;Jogos & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/52.jpg
Cecília Xavier;Cecilia_Xavier53@yahoo.com;42095-080;Ricardo Alameda;89;Vila Velha;Bahia;Jardim, Filmes & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/180.jpg
Daniel Franco;Daniel25@gmail.com;40102-457;Feliciano Avenida;992;São José do Rio Preto;Piauí;Brinquedos & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/64.jpg
Larissa Xavier;Larissa_Xavier6@live.com;74354-020;Norberto Avenida;222;Diadema;Rio Grande do Norte;Jóias & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/38.jpg
Roberta Batista;Roberta_Batista@gmail.com;94483-644;Saraiva Avenida;879;Teresina;Rio de Janeiro;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/761.jpg
Ofélia Souza;Ofelia.Souza@yahoo.com;86609-218;Batista Rua;657;Florianópolis;Rio de Janeiro;Sapatos & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/124.jpg
Isis Santos;Isis.Santos66@live.com;06040-535;Márcia Avenida;10;Natal;Amazonas;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/810.jpg
Larissa Xavier;Larissa_Xavier54@live.com;40889-573;Xavier Rua;296;Taubaté;Ceará;Eletrônicos, Saúde & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/614.jpg
Lucas Xavier;Lucas_Xavier76@gmail.com;49576-324;Macedo Rua;305;Betim;Pará;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/601.jpg
Beatriz Franco;Beatriz.Franco40@yahoo.com;95178-758;Suélen Marginal;663;Joinville;Alagoas;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1219.jpg
Júlio César Costa;JulioCesar_Costa@gmail.com;96725-962;Melo Rua;840;Caucaia;Espírito Santo;Jardim, Música & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1164.jpg
Luiza Oliveira;Luiza95@gmail.com;25760-663;Costa Travessa;119;Diadema;Amapá;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/622.jpg
Isabel Santos;Isabel.Santos77@gmail.com;47144-229;Nogueira Avenida;642;Palmas;Rio Grande do Sul;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/369.jpg
Lucas Albuquerque;Lucas.Albuquerque@live.com;26371-761;Braga Marginal;38;Maringá;Distrito Federal;Roupas & Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/661.jpg
Raul Franco;Raul48@bol.com.br;93718-831;Meire Rodovia;826;Várzea Grande;Piauí;Sapatos & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/803.jpg
Breno Batista;Breno.Batista44@live.com;00198-902;Macedo Rodovia;277;Maceió;Ceará;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/141.jpg
Ofélia Macedo;Ofelia.Macedo@live.com;05615-328;Moraes Rua;653;Campina Grande;Pará;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/0.jpg
Felipe Barros;Felipe.Barros42@gmail.com;28605-207;Santos Alameda;921;São José do Rio Preto;Amapá;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/481.jpg
João Lucas Moraes;JoaoLucas2@gmail.com;06753-991;Carlos Rua;463;Natal;Rio Grande do Norte;Sapatos, Turismo & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/248.jpg
Pablo Macedo;Pablo_Macedo21@hotmail.com;51244-528;Bryan Travessa;125;Niterói;Mato Grosso;Computadores, Crianças & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/578.jpg
Beatriz Braga;Beatriz_Braga20@live.com;83167-716;Washington Travessa;875;Montes Claros;Minas Gerais;Beleza & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/777.jpg
Alice Batista;Alice_Batista19@gmail.com;56663-092;Braga Travessa;689;Franca;Tocantins;Saúde, Filmes & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/788.jpg
Fábio Pereira;Fabio_Pereira49@yahoo.com;73601-124;Felícia Avenida;889;Joinville;Goiás;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/864.jpg
Felícia Reis;Felicia.Reis92@live.com;47768-991;Rebeca Avenida;705;São João de Meriti;São Paulo;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/579.jpg
Ígor Costa;Igor98@gmail.com;40768-081;Braga Rua;387;Aparecida de Goiânia;Sergipe;Beleza, Sapatos & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1172.jpg
Arthur Silva;Arthur_Silva@gmail.com;87486-740;Melo Travessa;595;Diadema;Rondônia;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/319.jpg
Karla Albuquerque;Karla4@bol.com.br;34058-461;Batista Marginal;123;Vila Velha;Sergipe;Filmes & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/729.jpg
Murilo Silva;Murilo69@hotmail.com;15741-726;Lara Marginal;494;São Paulo;Rondônia;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/910.jpg
João Silva;Joao93@bol.com.br;71549-668;Marcos Alameda;488;Londrina;Amapá;Computadores, Beleza & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1165.jpg
Nicolas Macedo;Nicolas.Macedo40@hotmail.com;50353-656;Paulo Avenida;488;Caruaru;Distrito Federal;Brinquedos, Mercearia & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1118.jpg
Arthur Reis;Arthur34@bol.com.br;50332-714;Carvalho Rodovia;218;Duque de Caxias;Minas Gerais;Música;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/331.jpg
Aline Oliveira;Aline_Oliveira18@yahoo.com;19851-905;Yuri Rodovia;765;João Pessoa;Maranhão;Música & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/69.jpg
Suélen Santos;Suelen.Santos24@bol.com.br;82434-708;Moraes Avenida;199;Belo Horizonte;Paraná;Industrial & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/277.jpg
Eduardo Saraiva;Eduardo.Saraiva5@yahoo.com;80866-130;Lavínia Avenida;945;Paulista;Pará;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/559.jpg
Murilo Santos;Murilo_Santos@hotmail.com;49176-781;Silva Rua;600;Mossoró;Amapá;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/541.jpg
Karla Braga;Karla30@bol.com.br;75660-598;Santos Alameda;352;Sorocaba;Paraná;Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/992.jpg
Eloá Albuquerque;Eloa19@hotmail.com;75148-934;Franco Avenida;786;Teresina;Sergipe;Bebê, Beleza & Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/892.jpg
Noah Braga;Noah_Braga@bol.com.br;42846-843;Vicente Avenida;563;Porto Velho;Goiás;Automotivo, Livros & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/586.jpg
Gael Franco;Gael_Franco80@hotmail.com;37215-657;Batista Marginal;987;Anápolis;Goiás;Eletrônicos & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/73.jpg
Talita Macedo;Talita99@yahoo.com;90974-852;Martins Travessa;464;Cuiabá;Goiás;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/386.jpg
João Miguel Saraiva;JoaoMiguel_Saraiva75@gmail.com;45174-542;Vitor Avenida;46;Várzea Grande;Rio Grande do Sul;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1012.jpg
Márcia Carvalho;Marcia_Carvalho@bol.com.br;73272-575;Santos Rua;910;Vila Velha;Goiás;Brinquedos, Filmes & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/536.jpg
Lívia Martins;Livia63@hotmail.com;41165-388;Costa Rua;788;Contagem;Rio Grande do Norte;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/931.jpg
Sílvia Carvalho;Silvia36@gmail.com;67550-778;Macedo Alameda;204;Caruaru;Paraíba;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/261.jpg
Melissa Franco;Melissa.Franco54@bol.com.br;07049-864;Lorraine Alameda;117;São Gonçalo;Espírito Santo;Música & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/433.jpg
Valentina Souza;Valentina69@live.com;83433-467;Franco Rua;267;Petrolina;Acre;Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/455.jpg
Vitor Franco;Vitor_Franco@yahoo.com;03259-909;Reis Rua;532;Mossoró;Amapá;Beleza & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/364.jpg
Yasmin Macedo;Yasmin.Macedo29@yahoo.com;51557-076;Cecília Rua;837;Várzea Grande;Paraíba;Jóias, Sapatos & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/653.jpg
Carlos Batista;Carlos.Batista95@yahoo.com;21014-882;Oliveira Marginal;166;João Pessoa;Santa Catarina;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/215.jpg
Félix Barros;Felix.Barros@hotmail.com;69942-226;Silva Avenida;888;Ananindeua;Paraíba;Sapatos & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/80.jpg
Maria Júlia Franco;MariaJulia_Franco@gmail.com;76373-413;Heitor Travessa;162;Montes Claros;Paraná;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1054.jpg
Meire Silva;Meire98@gmail.com;79201-224;Miguel Alameda;986;Serra;Amazonas;Eletrônicos & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/949.jpg
Nataniel Moraes;Nataniel_Moraes10@live.com;27092-776;Felipe Alameda;534;Mauá;Rio Grande do Sul;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/765.jpg
Elísio Carvalho;Elisio_Carvalho5@hotmail.com;22271-873;Isabel Alameda;591;Olinda;Rio Grande do Norte;Automotivo, Casa & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/251.jpg
