NOME;EMAIL;CEP;LOGRADOURO;NUMERO;CIDADE;ESTADO;DEPARTAMENTO;AVATAR
Beatriz Braga;Beatriz_Braga@hotmail.com;12097-800;Reis Alameda;410;Niterói;Rio de Janeiro;Turismo & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/783.jpg
Alexandre Martins;Alexandre94@bol.com.br;19407-139;Fabrícia Rua;354;São Paulo;Paraíba;Saúde, Esportes & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1127.jpg
Meire Franco;Meire.Franco@yahoo.com;89797-305;Pereira Marginal;470;Petrópolis;Rio Grande do Sul;Automotivo, Saúde & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/877.jpg
Eduarda Moraes;Eduarda_Moraes78@bol.com.br;91183-536;Braga Avenida;912;Natal;Sergipe;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/449.jpg
Noah Silva;Noah.Silva@hotmail.com;09023-585;Nogueira Marginal;51;Niterói;Acre;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1013.jpg
Joana Pereira;Joana18@yahoo.com;24454-458;Daniel Rodovia;476;Caucaia;Pernambuco;Turismo & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/922.jpg
Bryan Costa;Bryan.Costa@bol.com.br;93564-229;Albuquerque Marginal;88;São Vicente;Mato Grosso;Automotivo & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/598.jpg
Luiza Xavier;Luiza_Xavier78@live.com;22011-204;Braga Marginal;745;Suzano;Tocantins;Computadores & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/933.jpg
Calebe Xavier;Calebe23@bol.com.br;52907-000;Bryan Alameda;743;Serra;São Paulo;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/812.jpg
Pablo Costa;Pablo38@yahoo.com;51002-844;Batista Marginal;521;Aracaju;Rio Grande do Norte;Turismo & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/954.jpg
Pedro Martins;Pedro.Martins37@gmail.com;99467-930;Ana Júlia Rua;516;Joinville;Santa Catarina;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/928.jpg
Sophia Barros;Sophia98@bol.com.br;48534-538;Cauã Marginal;583;Cariacica;Pernambuco;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/923.jpg
Roberto Souza;Roberto.Souza20@bol.com.br;84086-296;Melo Avenida;328;Recife;Espírito Santo;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/30.jpg
Arthur Silva;Arthur6@gmail.com;35549-239;Heloísa Rodovia;480;São José dos Pinhais;Paraná;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/858.jpg
Yago Barros;Yago.Barros17@bol.com.br;11262-363;Saraiva Marginal;377;Macapá;Amapá;Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1106.jpg
Félix Barros;Felix18@hotmail.com;86105-497;Santos Avenida;596;Bauru;Santa Catarina;Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/829.jpg
Júlia Souza;Julia.Souza78@live.com;21489-171;Nogueira Alameda;649;Praia Grande;Distrito Federal;Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/256.jpg
Bernardo Reis;Bernardo_Reis@yahoo.com;86385-124;Braga Rua;865;Rio Branco;Mato Grosso;Jardim, Saúde & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/693.jpg
Fábio Oliveira;Fabio_Oliveira91@gmail.com;84300-234;Martins Marginal;760;Franca;Tocantins;Filmes & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/203.jpg
Gabriel Santos;Gabriel_Santos@bol.com.br;70853-026;João Pedro Marginal;412;Uberlândia;Alagoas;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/900.jpg
Noah Batista;Noah.Batista68@yahoo.com;92538-813;Maria Cecília Marginal;281;Teresina;Tocantins;Crianças & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1183.jpg
Alexandre Macedo;Alexandre.Macedo@live.com;13411-464;Daniel Travessa;651;São José dos Campos;Minas Gerais;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/796.jpg
Manuela Xavier;Manuela.Xavier@hotmail.com;90027-318;Costa Alameda;887;São Paulo;Santa Catarina;Livros & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1249.jpg
Luiza Oliveira;Luiza17@gmail.com;29906-820;Albuquerque Alameda;441;Osasco;Rondônia;Filmes & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1116.jpg
Eloá Saraiva;Eloa.Saraiva@gmail.com;81567-020;Saraiva Rodovia;397;Itaquaquecetuba;Minas Gerais;Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1152.jpg
Felipe Melo;Felipe.Melo9@gmail.com;24416-250;Lavínia Rua;324;Cuiabá;Amazonas;Bebê, Turismo & Livros;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/383.jpg
Fábio Macedo;Fabio80@live.com;19325-827;Pablo Rua;70;Brasília;Paraíba;Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/793.jpg
Rafael Melo;Rafael16@hotmail.com;10869-216;Laura Marginal;358;Porto Alegre;Paraíba;Brinquedos, Saúde & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/409.jpg
Dalila Oliveira;Dalila.Oliveira@bol.com.br;98151-763;Saraiva Avenida;161;Blumenau;Maranhão;Jardim, Livros & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/358.jpg
Alexandre Franco;Alexandre_Franco97@bol.com.br;29533-496;Moraes Travessa;923;Limeira;Paraíba;Saúde & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/726.jpg
Mércia Franco;Mercia46@bol.com.br;69986-484;Maria Júlia Rua;181;Osasco;Santa Catarina;Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/221.jpg
Sílvia Saraiva;Silvia_Saraiva@hotmail.com;42191-982;Albuquerque Travessa;340;Ananindeua;Santa Catarina;Industrial & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/843.jpg
Lorenzo Carvalho;Lorenzo.Carvalho@bol.com.br;13292-788;Félix Rua;950;Guarujá;Alagoas;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/934.jpg
Fabrícia Braga;Fabricia_Braga21@hotmail.com;70240-323;Barros Alameda;968;Sorocaba;Pará;Jardim, Jardim & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1199.jpg
João Lucas Braga;JoaoLucas.Braga57@gmail.com;68101-683;Miguel Alameda;440;Serra;São Paulo;Filmes, Jogos & Ferramentas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/557.jpg
Aline Reis;Aline.Reis47@hotmail.com;24398-505;Lucas Alameda;703;Mauá;Ceará;Casa, Beleza & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/680.jpg
Pablo Pereira;Pablo.Pereira@bol.com.br;61354-360;Breno Rodovia;19;Blumenau;São Paulo;Turismo, Jóias & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/719.jpg
Ana Júlia Martins;AnaJulia_Martins40@live.com;22036-708;João Pedro Rua;859;Goiânia;Minas Gerais;Jardim, Industrial & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/413.jpg
Lara Xavier;Lara.Xavier93@live.com;41869-315;Pereira Rodovia;311;Mauá;Rio de Janeiro;Turismo & Jóias;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/379.jpg
Larissa Silva;Larissa39@bol.com.br;64102-039;Reis Rodovia;377;Pelotas;Amazonas;Bebê, Computadores & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1057.jpg
Matheus Reis;Matheus_Reis76@yahoo.com;66967-897;Janaína Rodovia;746;Anápolis;Rio Grande do Sul;Beleza & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/407.jpg
Ricardo Xavier;Ricardo_Xavier2@hotmail.com;84813-998;Moraes Avenida;612;Várzea Grande;Amazonas;Crianças & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/424.jpg
Sarah Saraiva;Sarah.Saraiva@gmail.com;70598-625;Washington Rua;79;Carapicuíba;Rondônia;Bebê, Eletrônicos & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1166.jpg
Yuri Franco;Yuri5@yahoo.com;36279-595;Xavier Travessa;287;Osasco;Santa Catarina;Jóias, Mercearia & Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/899.jpg
Raul Nogueira;Raul43@yahoo.com;04499-599;Deneval Travessa;75;Campina Grande;Rio Grande do Norte;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/194.jpg
Pietro Reis;Pietro.Reis84@bol.com.br;00759-546;Albuquerque Rodovia;382;Uberaba;Roraima;Jardim, Jogos & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/674.jpg
Talita Martins;Talita_Martins@hotmail.com;80914-184;Barros Marginal;962;Paulista;Maranhão;Industrial;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/11.jpg
Karla Martins;Karla_Martins97@hotmail.com;51853-798;Pereira Rua;408;Ribeirão Preto;Tocantins;Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1198.jpg
Nataniel Martins;Nataniel70@live.com;70299-967;Santos Rodovia;541;Mauá;São Paulo;Jardim & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/610.jpg
Anthony Saraiva;Anthony.Saraiva40@bol.com.br;23203-131;Carvalho Alameda;735;Caruaru;Amazonas;Bebê, Industrial & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/819.jpg
Lorena Oliveira;Lorena_Oliveira72@live.com;45098-064;Franco Marginal;333;Piracicaba;Pará;Automotivo & Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/939.jpg
Carlos Moraes;Carlos16@gmail.com;67313-147;João Lucas Travessa;706;Porto Velho;Rio Grande do Sul;Roupas & Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/919.jpg
Maria Luiza Carvalho;MariaLuiza_Carvalho@hotmail.com;95589-866;Oliveira Travessa;193;Franca;Rondônia;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/847.jpg
Danilo Oliveira;Danilo.Oliveira43@bol.com.br;78386-961;Heitor Avenida;960;Várzea Grande;Rio de Janeiro;Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/634.jpg
Salvador Saraiva;Salvador4@live.com;51810-861;Lorenzo Rodovia;448;Gravataí;Paraíba;Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/307.jpg
Davi Lucca Souza;DaviLucca_Souza@live.com;95033-840;Hélio Avenida;759;Belford Roxo;Paraná;Livros & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/324.jpg
Rafaela Santos;Rafaela.Santos72@gmail.com;57681-862;Maria Eduarda Marginal;466;Canoas;Santa Catarina;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/764.jpg
Dalila Moraes;Dalila.Moraes@hotmail.com;70817-345;Sílvia Alameda;39;Manaus;Maranhão;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/430.jpg
Júlio Martins;Julio84@hotmail.com;30836-233;Carla Alameda;525;Maceió;Alagoas;Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/395.jpg
Sarah Saraiva;Sarah.Saraiva15@yahoo.com;26828-086;Costa Avenida;727;Maringá;Roraima;Esportes & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/145.jpg
Beatriz Saraiva;Beatriz.Saraiva@bol.com.br;81582-912;Ana Clara Marginal;415;Camaçari;Amapá;Eletrônicos, Jardim & Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1055.jpg
Beatriz Martins;Beatriz.Martins@bol.com.br;82177-370;Melo Alameda;730;Blumenau;Piauí;Turismo & Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/2.jpg
Gustavo Xavier;Gustavo.Xavier@bol.com.br;09339-638;Pereira Alameda;593;Macapá;Rio Grande do Norte;Jóias & Casa;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1083.jpg
Yuri Martins;Yuri.Martins@bol.com.br;89862-361;Silva Marginal;819;Franca;Amapá;Roupas, Esportes & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/109.jpg
Isabelly Souza;Isabelly17@yahoo.com;44776-786;Martins Travessa;350;Teresina;Paraíba;Mercearia & Computadores;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/441.jpg
Marli Macedo;Marli_Macedo3@hotmail.com;67403-779;Braga Rua;186;Taubaté;Alagoas;Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/947.jpg
Maria Luiza Santos;MariaLuiza50@live.com;07842-674;Silva Avenida;632;São Paulo;Rio Grande do Sul;Roupas, Turismo & Esportes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1014.jpg
Marcos Albuquerque;Marcos_Albuquerque@bol.com.br;12385-628;Arthur Travessa;359;Aparecida de Goiânia;Rio Grande do Sul;Brinquedos, Mercearia & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/80.jpg
Júlio Macedo;Julio.Macedo@hotmail.com;32207-076;Martins Travessa;49;Feira de Santana;Roraima;Crianças;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/805.jpg
Fabiano Saraiva;Fabiano37@hotmail.com;35190-625;Batista Travessa;673;Franca;Minas Gerais;Saúde, Crianças & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1099.jpg
Lucas Moreira;Lucas30@gmail.com;39996-078;Saraiva Rua;587;Natal;Acre;Jogos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/698.jpg
Marcos Carvalho;Marcos.Carvalho@hotmail.com;93636-137;Souza Alameda;790;São João de Meriti;Santa Catarina;Jóias, Turismo & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/462.jpg
Karla Xavier;Karla_Xavier@bol.com.br;13533-035;Carvalho Avenida;563;Cascavel;Santa Catarina;Crianças & Turismo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/144.jpg
Marli Oliveira;Marli_Oliveira34@hotmail.com;91139-129;Moraes Avenida;392;Canoas;Piauí;Jogos & Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/368.jpg
Pedro Henrique Nogueira;PedroHenrique_Nogueira57@live.com;04851-053;Xavier Alameda;665;Petrópolis;Roraima;Jogos & Eletrônicos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/372.jpg
Marli Moraes;Marli_Moraes@hotmail.com;97525-966;Maria Helena Rua;669;Belford Roxo;Amapá;Bebê;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/154.jpg
Melissa Xavier;Melissa.Xavier@gmail.com;87683-321;Reis Alameda;581;São José dos Campos;Alagoas;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/436.jpg
Núbia Silva;Nubia41@yahoo.com;90043-370;Melo Alameda;609;São José dos Campos;Roraima;Brinquedos, Jardim & Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1117.jpg
Ígor Braga;Igor15@bol.com.br;50371-026;Théo Rua;376;Uberaba;Goiás;Automotivo, Bebê & Filmes;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/1181.jpg
Noah Moreira;Noah.Moreira59@bol.com.br;66224-883;Reis Travessa;25;Jundiaí;Amapá;Saúde;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/163.jpg
Sílvia Costa;Silvia.Costa65@hotmail.com;77495-400;Mércia Marginal;361;Maringá;Rio de Janeiro;Livros, Sapatos & Mercearia;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/729.jpg
Maria Cecília Melo;MariaCecilia.Melo46@yahoo.com;69050-022;Xavier Rodovia;662;Jundiaí;Acre;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/797.jpg
Lucca Oliveira;Lucca_Oliveira@live.com;76682-274;Nogueira Avenida;816;Santa Maria;Minas Gerais;Filmes & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/962.jpg
Eduarda Nogueira;Eduarda79@gmail.com;68571-719;Carvalho Marginal;426;Jundiaí;Pará;Roupas;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/189.jpg
Helena Nogueira;Helena37@hotmail.com;95776-480;Barros Rua;600;Caruaru;São Paulo;Ferramentas & Automotivo;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/88.jpg
César Silva;Cesar20@gmail.com;01373-594;Carvalho Rodovia;474;Porto Alegre;Ceará;Jardim;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/265.jpg
Rebeca Carvalho;Rebeca6@hotmail.com;88296-763;Franco Alameda;156;Taubaté;Ceará;Casa, Casa & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/483.jpg
Maria Cecília Moreira;MariaCecilia72@bol.com.br;16531-919;Tertuliano Rodovia;990;Blumenau;Rio Grande do Norte;Filmes & Brinquedos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/460.jpg
Carla Moreira;Carla3@hotmail.com;58887-046;Nogueira Marginal;529;Aracaju;Tocantins;Música & Beleza;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/846.jpg
Natália Xavier;Natalia91@bol.com.br;46754-719;Núbia Rodovia;681;Carapicuíba;Acre;Sapatos;https://cloudflare-ipfs.com/ipfs/Qmd3W5DuhgHirLHGVixi6V76LhCkZUz6pnFt5AJBiyvHye/avatar/734.jpg
